milk_id,scenario,timestamp,hour_of_day,day_of_week,is_weekend,storage_hours,storage_phase,current_temperature_c,avg_temperature_c,min_temperature_c,max_temperature_c,temperature_std_c,temp_last_1h,temp_last_3h,temp_last_6h,temp_volatility,time_above_6c_hours,time_above_8c_hours,time_in_danger_zone_pct,num_temperature_excursions,longest_excursion_hours,cumulative_temperature_exposure,temperature_trend,degradation_rate_per_hour,remaining_shelf_life_hours,is_safe,safety_label
MILK_31545,ideal_cold,2026-01-11T08:00:00,8,6,1,27,fresh,3.87,4.08,3.18,5.04,0.42,3.87,4.0,3.83,0.3109,0,0,0.0,0,0,114.17,0.1,1.047,307.73,1,SAFE
MILK_31546,short_excursion,2026-06-13T08:00:00,8,5,1,175,mid,3.94,4.35,2.69,18.85,1.99,3.94,4.37,4.27,0.4737,5,5,2.86,1,5,765.96,0.1304,1.0844,146.23,1,SAFE
MILK_31547,ideal_cold,2026-03-26T06:00:00,6,3,0,200,mid,4.1,4.05,3.13,5.21,0.36,4.1,3.68,3.96,0.4673,0,0,0.0,0,0,814.33,-0.1841,1.0115,133.7,1,SAFE
MILK_31548,chronic_mild_abuse,2026-05-03T11:00:00,11,6,1,256,late,6.16,6.91,4.53,8.74,0.77,6.16,6.24,6.37,0.7411,222,18,7.03,16,2,1775.1,-0.1813,1.3866,0.0,0,UNSAFE
MILK_31549,chronic_mild_abuse,2026-05-02T09:00:00,9,5,1,54,fresh,5.64,6.87,5.32,8.42,0.65,5.64,6.37,6.48,0.4853,50,2,3.7,2,1,378.07,-0.2922,1.4002,260.39,1,SAFE
MILK_31550,ideal_cold,2026-04-04T20:00:00,20,5,1,122,mid,4.39,4.0,3.12,5.33,0.35,4.39,4.09,3.98,0.2731,0,0,0.0,0,0,492.56,0.0855,1.0095,212.85,1,SAFE
MILK_31551,long_excursion,2026-01-26T02:00:00,2,0,0,174,late,4.13,5.44,2.18,23.65,4.42,4.13,3.94,4.01,0.2621,17,17,9.77,1,17,952.75,-0.06,1.42,88.91,1,SAFE
MILK_31552,long_excursion,2026-06-08T03:00:00,3,0,0,221,late,5.29,4.68,2.86,22.03,2.94,5.29,4.31,4.06,0.7369,10,10,4.52,1,10,1039.21,0.1503,1.1822,74.73,1,SAFE
MILK_31553,chronic_mild_abuse,2026-05-14T23:00:00,23,3,0,86,mid,6.59,6.98,5.25,8.51,0.76,6.59,7.16,7.08,0.5122,77,9,10.47,9,1,607.42,-0.0884,1.4086,214.86,1,SAFE
MILK_31554,ideal_cold,2026-02-01T16:00:00,16,6,1,252,late,4.07,4.0,2.96,5.03,0.41,4.07,3.97,4.18,0.3904,0,0,0.0,0,0,1012.81,-0.1357,1.0054,82.65,1,SAFE
MILK_31555,ideal_cold,2026-02-08T20:00:00,20,6,1,241,late,3.84,4.02,2.76,5.12,0.41,3.84,4.2,4.15,0.2586,0,0,0.0,0,0,972.78,0.017,1.0074,93.23,1,SAFE
MILK_31556,short_excursion,2026-02-21T20:00:00,20,5,1,317,late,2.46,4.15,2.38,16.58,1.45,2.46,3.78,4.02,0.7389,4,4,1.26,1,4,1319.71,-0.3952,1.0399,6.36,1,SAFE
MILK_31557,severe_abuse,2026-06-06T22:00:00,22,5,1,53,mid,13.25,13.76,8.95,18.51,2.22,13.25,14.3,14.73,0.9977,54,54,101.89,1,54,743.01,-0.5216,3.0668,173.46,0,UNSAFE
MILK_31558,short_excursion,2026-05-21T03:00:00,3,3,0,370,late,3.39,4.24,2.59,17.01,1.76,3.39,4.1,4.24,0.4088,9,9,2.43,1,9,1573.73,-0.2413,1.0588,0.0,1,SAFE
MILK_31559,severe_abuse,2026-03-06T18:00:00,18,4,0,132,late,15.4,13.68,7.68,19.33,2.51,15.4,15.22,14.9,1.6712,133,132,100.0,2,91,1819.7,-0.0625,3.0299,0.0,0,UNSAFE
MILK_31560,short_excursion,2026-04-21T01:00:00,1,1,0,38,fresh,3.8,5.38,3.01,15.62,3.65,3.8,3.6,5.78,4.4177,5,5,13.16,1,5,209.73,-0.1803,1.3285,285.52,1,SAFE
MILK_31561,short_excursion,2026-01-27T04:00:00,4,1,0,213,mid,3.88,4.26,2.65,16.05,1.69,3.88,3.69,3.72,0.5982,5,5,2.35,1,5,912.21,-0.2183,1.0606,110.1,1,SAFE
MILK_31562,chronic_mild_abuse,2026-07-03T09:00:00,9,4,0,77,mid,7.52,7.05,5.5,9.74,0.94,7.52,6.98,6.74,0.7525,65,11,14.29,8,3,550.07,0.0621,1.4242,226.33,1,SAFE
MILK_31563,long_excursion,2026-06-28T16:00:00,16,6,1,12,fresh,4.22,16.34,4.22,25.67,6.54,4.22,16.32,15.85,6.1631,11,11,91.67,1,11,212.43,-1.2531,5.2329,273.21,1,SAFE
MILK_31564,variable_chain,2026-05-05T18:00:00,18,1,0,327,late,7.48,5.5,0.5,12.52,2.44,7.48,5.22,6.25,2.4329,140,51,15.6,44,2,1802.62,0.3327,1.2258,0.0,0,UNSAFE
MILK_31565,moderate_abuse,2026-05-21T01:00:00,1,3,0,347,late,9.21,10.04,5.77,13.89,1.48,9.21,9.91,9.84,0.7604,347,321,92.51,25,34,3493.5,-0.2184,1.9729,0.0,0,UNSAFE
MILK_31566,variable_chain,2026-01-22T16:00:00,16,3,0,351,late,5.04,5.47,0.5,13.5,2.49,5.04,6.55,6.08,1.804,149,55,15.67,50,2,1926.43,-0.2531,1.2247,0.0,0,UNSAFE
MILK_31567,short_excursion,2026-02-16T23:00:00,23,0,0,54,fresh,4.33,4.55,2.86,16.6,2.45,4.33,4.19,3.95,0.3872,3,3,5.56,1,3,250.36,0.1164,1.1401,274.43,1,SAFE
MILK_31568,good_cold,2026-04-06T16:00:00,16,0,0,186,mid,4.47,4.55,1.9,7.83,1.17,4.47,5.44,5.37,1.0818,19,0,0.0,0,0,851.01,-0.1764,1.077,135.69,1,SAFE
MILK_31569,severe_abuse,2026-04-28T01:00:00,1,1,0,44,mid,14.17,13.97,7.19,22.24,2.69,14.17,13.35,14.72,1.5943,45,44,100.0,2,30,628.79,-0.5771,3.2005,195.18,0,UNSAFE
MILK_31570,ideal_cold,2026-06-15T14:00:00,14,0,0,342,late,4.67,4.01,2.76,5.08,0.38,4.67,4.39,4.13,0.3076,0,0,0.0,0,0,1375.54,0.1777,1.0049,0.0,1,SAFE
MILK_31571,chronic_mild_abuse,2026-06-02T23:00:00,23,1,0,289,late,7.83,6.94,4.19,8.92,0.74,7.83,7.2,6.97,0.6918,256,23,7.96,22,2,2012.94,0.355,1.3908,0.0,0,UNSAFE
MILK_31572,long_excursion,2026-06-03T10:00:00,10,2,0,315,late,3.72,4.52,2.6,22.4,2.65,3.72,3.7,3.94,0.7521,12,12,3.81,1,12,1427.59,0.0778,1.14,0.0,1,SAFE
MILK_31573,moderate_abuse,2026-05-28T01:00:00,1,3,0,57,mid,10.89,10.17,7.36,13.43,1.37,10.89,10.22,9.87,1.5818,58,54,94.74,5,21,589.74,-0.2052,2.0268,220.47,0,UNSAFE
MILK_31574,ideal_cold,2026-05-04T07:00:00,7,0,0,302,late,3.3,4.02,2.89,5.26,0.37,3.3,3.87,3.94,0.3867,0,0,0.0,0,0,1219.38,-0.1489,1.0069,31.93,1,SAFE
MILK_31575,chronic_mild_abuse,2026-04-09T00:00:00,0,3,0,135,mid,6.96,7.12,5.41,8.72,0.74,6.96,6.51,6.88,0.6746,124,21,15.56,16,2,968.72,-0.0185,1.4244,143.71,1,SAFE
MILK_31576,ideal_cold,2026-04-06T07:00:00,7,0,0,27,fresh,4.15,4.22,3.43,5.16,0.36,4.15,3.92,3.99,0.2576,0,0,0.0,0,0,118.29,-0.041,1.0638,307.28,1,SAFE
MILK_31577,severe_abuse,2026-04-08T16:00:00,16,2,0,356,late,7.05,14.0,6.25,22.14,2.52,7.05,12.4,13.1,3.1089,357,351,98.6,6,123,4998.75,-1.2777,3.1246,0.0,0,UNSAFE
MILK_31578,long_excursion,2026-03-15T21:00:00,21,6,1,213,late,4.72,5.34,2.94,26.37,4.27,4.72,4.21,4.1,0.327,20,20,9.39,1,20,1143.33,0.0858,1.3886,40.22,1,SAFE
MILK_31579,ideal_cold,2026-06-12T08:00:00,8,4,0,22,fresh,3.73,4.14,3.1,4.77,0.47,3.73,4.11,4.29,0.3458,0,0,0.0,0,0,95.24,-0.1442,1.0631,312.61,1,SAFE
MILK_31580,short_excursion,2026-03-29T02:00:00,2,6,1,212,mid,3.97,4.12,2.61,15.84,1.39,3.97,3.66,3.91,0.352,4,4,1.89,1,4,878.2,-0.1091,1.0357,116.43,1,SAFE
MILK_31581,moderate_abuse,2026-01-14T07:00:00,7,2,0,15,fresh,11.11,9.66,7.48,11.91,1.38,11.11,10.99,9.67,1.5039,16,13,86.67,4,4,154.51,1.0432,2.0086,305.87,0,UNSAFE
MILK_31582,good_cold,2026-06-18T13:00:00,13,3,0,291,late,5.05,4.53,0.5,7.73,1.15,5.05,4.71,4.6,0.9049,25,0,0.0,0,0,1321.8,-0.1235,1.0716,24.15,0,UNSAFE
MILK_31583,ideal_cold,2026-05-28T17:00:00,17,3,0,15,fresh,4.08,4.09,3.74,4.62,0.23,4.08,4.03,4.09,0.2532,0,0,0.0,0,0,65.4,0.0449,1.0773,319.84,1,SAFE
MILK_31584,long_excursion,2026-05-16T10:00:00,10,5,1,181,mid,4.54,4.78,2.31,22.07,3.32,4.54,3.64,3.75,0.7784,11,11,6.08,1,11,869.97,0.1042,1.2219,114.83,1,SAFE
MILK_31585,ideal_cold,2026-01-08T21:00:00,21,3,0,176,mid,3.82,3.99,2.81,5.15,0.41,3.82,4.11,3.9,0.3807,0,0,0.0,0,0,706.89,0.044,1.006,158.94,1,SAFE
MILK_31586,short_excursion,2026-03-21T06:00:00,6,5,1,369,late,3.09,4.18,2.55,17.9,1.41,3.09,3.62,3.85,0.5218,6,6,1.63,1,6,1546.43,-0.182,1.0414,0.0,1,SAFE
MILK_31587,severe_abuse,2026-06-08T09:00:00,9,0,0,88,late,9.77,13.91,8.62,18.46,2.39,9.77,14.57,13.89,3.521,89,89,101.14,1,89,1237.72,-0.1427,3.1089,62.42,0,UNSAFE
MILK_31588,good_cold,2026-02-15T14:00:00,14,6,1,100,mid,3.27,4.44,1.74,6.95,1.21,3.27,3.39,3.55,1.0272,13,0,0.0,0,0,448.09,0.0739,1.069,229.1,1,SAFE
MILK_31589,chronic_mild_abuse,2026-03-30T23:00:00,23,0,0,16,fresh,7.84,6.87,5.51,8.31,0.74,7.84,7.22,6.74,0.7129,15,1,6.25,1,1,116.83,0.4066,1.4616,312.62,1,SAFE
MILK_31590,good_cold,2026-04-22T16:00:00,16,2,0,270,late,4.16,4.54,0.79,7.44,1.15,4.16,4.11,4.46,1.3359,27,0,0.0,0,0,1229.92,0.1732,1.0734,46.18,1,SAFE
MILK_31591,chronic_mild_abuse,2026-01-28T15:00:00,15,2,0,107,mid,6.77,7.03,4.22,9.04,0.91,6.77,6.78,7.01,1.0677,96,11,10.28,10,2,759.63,0.0759,1.4155,184.54,1,SAFE
MILK_31592,short_excursion,2026-03-27T07:00:00,7,4,0,110,mid,4.3,4.6,2.83,18.33,2.47,4.3,3.94,4.04,0.2424,5,5,4.55,1,5,510.51,-0.0055,1.1391,210.7,1,SAFE
MILK_31593,short_excursion,2026-03-24T08:00:00,8,1,0,364,late,4.53,4.09,2.19,13.98,0.92,4.53,4.23,3.73,0.5317,3,3,0.82,1,3,1491.51,0.333,1.0189,0.0,1,SAFE
MILK_31594,moderate_abuse,2026-01-30T17:00:00,17,4,0,145,late,7.78,10.03,6.47,14.24,1.55,7.78,9.81,10.54,1.2911,146,135,93.1,9,51,1464.78,-0.686,1.9826,48.53,0,UNSAFE
MILK_31595,chronic_mild_abuse,2026-03-23T13:00:00,13,0,0,149,mid,6.96,7.08,5.2,8.84,0.76,6.96,7.42,7.16,0.3613,133,16,10.74,14,2,1061.37,0.0495,1.4163,124.97,1,SAFE
MILK_31596,long_excursion,2026-02-19T15:00:00,15,3,0,230,late,4.18,4.82,2.72,25.82,3.39,4.18,3.92,3.69,0.3741,13,13,5.65,1,13,1112.77,0.1853,1.2395,50.9,1,SAFE
MILK_31597,moderate_abuse,2026-03-24T19:00:00,19,1,0,105,mid,11.52,10.09,6.47,13.02,1.47,11.52,10.25,10.24,1.2796,106,96,91.43,10,25,1069.09,0.383,1.9957,126.45,0,UNSAFE
MILK_31598,good_cold,2026-05-24T21:00:00,21,6,1,385,late,4.29,4.39,1.41,7.4,1.16,4.29,4.72,4.98,1.4221,30,0,0.0,0,0,1694.52,-0.3919,1.055,0.0,1,SAFE
MILK_31599,long_excursion,2026-05-13T02:00:00,2,2,0,309,late,3.75,4.72,2.38,23.73,3.11,3.75,3.81,4.08,0.355,16,16,5.18,1,16,1462.12,-0.2467,1.1991,0.0,1,SAFE
MILK_31600,ideal_cold,2026-03-07T03:00:00,3,5,1,54,fresh,4.36,3.94,3.16,4.89,0.42,4.36,4.24,4.11,0.3256,0,0,0.0,0,0,216.92,0.0421,1.0134,281.28,1,SAFE
MILK_31601,ideal_cold,2026-02-25T09:00:00,9,2,0,323,late,4.04,4.01,2.6,5.22,0.39,4.04,4.02,4.05,0.1711,0,0,0.0,0,0,1298.06,0.0333,1.0047,11.48,1,SAFE
MILK_31602,short_excursion,2026-01-31T03:00:00,3,5,1,55,fresh,3.93,5.54,2.97,18.74,4.06,3.93,3.93,3.89,0.1474,7,7,12.73,1,7,310.43,0.0504,1.3854,259.8,1,SAFE
MILK_31603,ideal_cold,2026-06-25T12:00:00,12,3,0,271,late,3.54,4.0,2.99,5.24,0.4,3.54,3.88,4.17,0.3821,0,0,0.0,0,0,1087.76,-0.272,1.0045,63.77,1,SAFE
MILK_31604,chronic_mild_abuse,2026-06-15T21:00:00,21,0,0,350,late,7.78,7.02,4.48,9.68,0.81,7.78,7.56,7.26,0.5674,318,38,10.86,33,3,2464.14,0.2812,1.4031,0.0,0,UNSAFE
MILK_31605,short_excursion,2026-01-22T13:00:00,13,3,0,287,late,4.15,4.2,2.3,17.22,1.5,4.15,3.79,3.92,0.4454,5,5,1.74,1,5,1209.9,-0.1068,1.0469,35.55,1,SAFE
MILK_31606,good_cold,2026-04-10T12:00:00,12,4,0,280,late,4.31,4.66,1.81,8.68,1.15,4.31,4.55,4.27,0.4777,37,3,1.07,3,1,1309.56,0.1613,1.0878,31.4,1,SAFE
MILK_31607,chronic_mild_abuse,2026-02-24T23:00:00,23,1,0,244,late,6.97,7.08,5.0,9.23,0.82,6.97,7.87,7.12,0.9471,223,33,13.52,29,2,1734.76,0.3473,1.4142,0.0,0,UNSAFE
MILK_31608,short_excursion,2026-03-02T13:00:00,13,0,0,33,fresh,3.31,4.99,3.17,16.22,3.27,3.31,4.05,4.25,0.6079,3,3,9.09,1,3,169.81,-0.3184,1.2578,294.49,1,SAFE
MILK_31609,short_excursion,2026-04-05T17:00:00,17,6,1,230,late,2.07,4.45,2.07,16.61,2.33,2.07,3.3,3.75,0.914,9,9,3.91,1,9,1028.19,-0.5059,1.1081,81.15,1,SAFE
MILK_31610,good_cold,2026-04-29T01:00:00,1,2,0,197,mid,4.37,4.38,1.42,7.89,1.14,4.37,3.87,4.05,0.6625,12,0,0.0,0,0,867.16,0.0876,1.0561,127.94,1,SAFE
MILK_31611,short_excursion,2026-03-13T02:00:00,2,4,0,243,late,3.98,4.15,2.59,16.83,1.47,3.98,3.96,4.15,0.5434,4,4,1.65,1,4,1012.34,-0.1896,1.0409,83.06,1,SAFE
MILK_31612,long_excursion,2026-01-27T11:00:00,11,1,0,202,late,3.93,5.03,2.79,26.74,3.84,3.93,3.62,3.92,0.5134,16,16,7.92,1,16,1020.39,-0.0528,1.3075,71.89,1,SAFE
MILK_31613,short_excursion,2026-05-10T15:00:00,15,6,1,234,late,4.39,4.42,2.12,17.11,2.15,4.39,4.14,4.03,0.5211,8,8,3.42,1,8,1038.52,0.2355,1.0968,79.34,1,SAFE
MILK_31614,good_cold,2026-07-15T07:00:00,7,2,0,376,late,4.14,4.57,1.18,7.95,1.17,4.14,4.84,4.13,1.2141,37,0,0.0,0,0,1722.12,0.3181,1.0761,0.0,1,SAFE
MILK_31615,chronic_mild_abuse,2026-05-03T18:00:00,18,6,1,382,late,6.23,7.06,4.85,9.5,0.79,6.23,6.06,6.55,0.7881,343,43,11.26,37,2,2704.33,-0.1056,1.4087,0.0,0,UNSAFE
MILK_31616,chronic_mild_abuse,2026-06-22T09:00:00,9,0,0,178,late,6.59,7.01,4.3,9.22,0.85,6.59,7.06,7.44,0.6986,158,21,11.8,19,2,1254.16,-0.4447,1.4052,85.87,1,SAFE
MILK_31617,short_excursion,2026-05-19T15:00:00,15,1,0,320,late,4.13,4.12,2.1,19.73,1.31,4.13,4.22,3.97,0.5519,4,4,1.25,1,4,1323.3,0.229,1.0333,5.35,1,SAFE
MILK_31618,ideal_cold,2026-01-16T19:00:00,19,4,0,224,mid,4.25,4.02,2.94,5.01,0.42,4.25,3.93,4.12,0.2895,0,0,0.0,0,0,904.5,-0.0845,1.0078,110.26,1,SAFE
MILK_31619,chronic_mild_abuse,2026-05-16T14:00:00,14,5,1,349,late,6.96,6.96,5.17,8.99,0.76,6.96,7.01,6.99,0.3673,311,29,8.31,25,3,2435.39,0.1269,1.3928,0.0,0,UNSAFE
MILK_31620,ideal_cold,2026-01-13T00:00:00,0,1,0,188,mid,3.18,4.03,3.12,5.34,0.36,3.18,3.53,3.94,0.5025,0,0,0.0,0,0,761.22,-0.2851,1.0092,146.27,1,SAFE
MILK_31621,ideal_cold,2026-02-08T07:00:00,7,6,1,364,late,4.15,3.99,2.92,5.35,0.42,4.15,3.8,4.03,0.6409,0,0,0.0,0,0,1456.55,-0.0227,1.0028,0.0,1,SAFE
MILK_31622,good_cold,2026-02-18T14:00:00,14,2,0,316,late,2.81,4.54,1.76,8.1,1.19,2.81,3.89,3.85,1.1292,38,1,0.32,1,1,1437.94,-0.4088,1.0732,0.0,1,SAFE
MILK_31623,long_excursion,2026-04-06T07:00:00,7,0,0,15,fresh,18.19,17.05,5.21,22.73,4.1,18.19,18.34,18.87,2.8926,15,15,100.0,1,15,272.75,-1.0422,4.8778,262.83,0,UNSAFE
MILK_31624,good_cold,2026-05-23T01:00:00,1,5,1,212,mid,4.13,4.44,1.17,8.11,1.19,4.13,4.07,5.03,1.5081,19,1,0.47,1,1,944.67,-0.3608,1.0629,110.66,1,SAFE
MILK_31625,good_cold,2026-01-25T00:00:00,0,6,1,178,mid,3.57,4.56,1.45,8.37,1.24,3.57,3.92,3.99,0.8137,21,1,0.56,1,1,815.46,0.1776,1.0789,143.95,1,SAFE
MILK_31626,chronic_mild_abuse,2026-06-14T14:00:00,14,6,1,34,fresh,7.75,7.04,5.09,8.49,0.74,7.75,7.62,7.18,0.4861,32,3,8.82,2,2,246.45,0.2924,1.4425,286.95,1,SAFE
MILK_31627,chronic_mild_abuse,2026-06-22T20:00:00,20,0,0,153,mid,8.05,6.98,5.32,9.87,0.77,8.05,7.46,7.03,0.6578,139,15,9.8,13,3,1074.19,0.2959,1.4007,121.69,0,UNSAFE
MILK_31628,variable_chain,2026-04-20T05:00:00,5,0,0,345,late,5.15,5.79,0.5,12.89,2.45,5.15,4.19,4.61,1.4947,145,68,19.71,54,3,2001.95,-0.3704,1.2666,0.0,0,UNSAFE
MILK_31629,short_excursion,2026-04-11T03:00:00,3,5,1,85,fresh,3.83,4.63,2.72,17.27,2.47,3.83,3.96,3.73,0.3039,5,5,5.88,1,5,398.32,0.0726,1.1438,238.78,1,SAFE
MILK_31630,good_cold,2026-07-06T19:00:00,19,0,0,300,late,5.09,4.37,0.5,7.62,1.16,5.09,5.02,4.73,1.2155,23,0,0.0,0,0,1315.87,-0.0378,1.0537,19.9,0,UNSAFE
MILK_31631,severe_abuse,2026-03-25T18:00:00,18,2,0,156,late,16.69,13.85,7.13,21.06,2.55,16.69,13.77,13.63,1.5555,157,156,100.0,2,91,2173.94,0.4838,3.0883,0.0,0,UNSAFE
MILK_31632,moderate_abuse,2026-02-07T10:00:00,10,5,1,101,mid,9.14,10.07,6.39,14.87,1.62,9.14,10.72,10.27,1.3043,102,94,93.07,8,25,1027.55,0.0287,2.0,134.0,0,UNSAFE
MILK_31633,ideal_cold,2026-03-03T18:00:00,18,1,0,292,late,3.89,3.97,3.02,5.05,0.38,3.89,3.71,3.84,0.3181,0,0,0.0,0,0,1163.07,-0.133,1.0009,43.73,1,SAFE
MILK_31634,ideal_cold,2026-01-24T07:00:00,7,5,1,97,fresh,4.21,3.95,2.72,4.79,0.38,4.21,3.88,3.89,0.3876,0,0,0.0,0,0,387.06,0.0581,1.0056,238.46,1,SAFE
MILK_31635,good_cold,2026-02-18T11:00:00,11,2,0,14,fresh,7.09,4.6,3.02,7.09,1.32,7.09,5.06,4.75,1.3657,3,0,0.0,0,0,68.94,0.7436,1.1563,319.81,1,SAFE
MILK_31636,chronic_mild_abuse,2026-03-06T04:00:00,4,4,0,263,late,7.2,7.01,5.0,8.83,0.77,7.2,6.92,6.83,0.6203,241,29,11.03,26,3,1850.05,0.1983,1.4019,0.0,0,UNSAFE
MILK_31637,ideal_cold,2026-01-11T11:00:00,11,6,1,74,fresh,4.87,3.96,3.07,4.91,0.42,4.87,4.14,4.07,0.4224,0,0,0.0,0,0,297.03,0.1679,1.0102,261.25,1,SAFE
MILK_31638,short_excursion,2026-05-28T06:00:00,6,3,0,165,mid,3.66,4.21,2.62,16.74,1.66,3.66,4.06,3.98,0.6799,3,3,1.82,1,3,699.68,-0.0445,1.0567,161.64,1,SAFE
MILK_31639,good_cold,2026-03-12T03:00:00,3,3,0,16,fresh,3.99,4.64,3.06,6.59,0.94,3.99,4.55,5.04,1.0135,1,0,0.0,0,0,78.83,-0.0602,1.1457,317.67,1,SAFE
MILK_31640,chronic_mild_abuse,2026-03-23T09:00:00,9,0,0,120,mid,6.48,7.06,5.0,8.99,0.71,6.48,6.73,6.96,0.6089,113,11,9.17,11,1,853.7,-0.3612,1.4149,166.22,1,SAFE
MILK_31641,short_excursion,2026-04-17T11:00:00,11,4,0,150,mid,3.64,4.65,2.69,18.39,2.76,3.64,3.83,4.01,0.3994,9,9,6.0,1,9,701.9,-0.0579,1.1578,162.33,1,SAFE
MILK_31642,good_cold,2026-06-15T05:00:00,5,0,0,265,late,6.39,4.55,2.04,7.88,1.19,6.39,3.65,4.55,1.6784,31,0,0.0,0,0,1211.46,-0.1925,1.076,50.87,0,UNSAFE
MILK_31643,long_excursion,2026-01-30T17:00:00,17,4,0,266,late,5.02,4.56,2.39,21.27,2.67,5.02,4.84,4.66,0.5327,11,11,4.14,1,11,1218.03,0.2966,1.146,31.16,0,UNSAFE
MILK_31644,short_excursion,2026-03-16T11:00:00,11,0,0,100,mid,3.39,4.45,2.63,16.26,2.0,3.39,3.91,3.8,0.3991,4,4,4.0,1,4,449.59,0.0924,1.0988,226.12,1,SAFE
MILK_31645,good_cold,2026-05-05T14:00:00,14,1,0,249,late,4.77,4.44,1.03,7.16,1.21,4.77,4.26,4.42,1.1105,29,0,0.0,0,0,1109.05,-0.0556,1.0627,71.39,1,SAFE
MILK_31646,short_excursion,2026-01-21T07:00:00,7,2,0,359,late,3.29,4.3,2.56,18.59,1.94,3.29,3.59,3.8,0.3604,9,9,2.51,1,9,1548.05,-0.2282,1.0743,0.0,1,SAFE
MILK_31647,severe_abuse,2026-03-24T19:00:00,19,1,0,370,late,18.37,13.98,6.71,20.62,2.47,18.37,17.16,16.53,2.1323,371,369,99.73,3,279,5186.17,0.9799,3.113,0.0,0,UNSAFE
MILK_31648,moderate_abuse,2026-05-12T00:00:00,0,1,0,132,late,8.76,10.03,5.24,14.04,1.63,8.76,9.7,9.32,1.1788,131,119,90.15,13,32,1333.66,0.2097,1.985,73.99,0,UNSAFE
MILK_31649,chronic_mild_abuse,2026-06-17T05:00:00,5,2,0,84,mid,6.37,7.01,4.92,9.34,0.77,6.37,6.55,6.66,0.5729,78,7,8.33,7,1,595.68,-0.1095,1.4133,217.28,1,SAFE
MILK_31650,long_excursion,2026-04-01T12:00:00,12,2,0,87,mid,4.64,6.43,2.45,23.86,5.63,4.64,4.33,4.15,0.2911,14,14,16.09,1,14,566.25,0.1001,1.7376,184.83,1,SAFE
MILK_31651,good_cold,2026-03-28T00:00:00,0,5,1,295,late,5.59,4.59,1.56,7.33,1.17,5.59,4.96,5.31,1.0348,39,0,0.0,0,0,1358.04,-0.1629,1.0792,17.65,0,UNSAFE
MILK_31652,ideal_cold,2026-05-12T08:00:00,8,1,0,93,fresh,3.67,3.91,2.94,4.87,0.34,3.67,4.04,3.97,0.242,0,0,0.0,0,0,367.81,-0.0638,1.0018,242.83,1,SAFE
MILK_31653,moderate_abuse,2026-04-23T04:00:00,4,3,0,305,late,12.62,9.85,5.81,13.49,1.44,12.62,11.38,9.72,1.99,305,269,88.2,31,23,3014.03,0.88,1.9317,0.0,0,UNSAFE
MILK_31654,variable_chain,2026-06-10T23:00:00,23,2,0,198,late,0.87,5.58,0.5,12.42,2.45,0.87,5.03,4.87,2.8591,92,30,15.15,24,3,1110.27,-0.3365,1.239,90.67,1,SAFE
MILK_31655,chronic_mild_abuse,2026-05-03T18:00:00,18,6,1,262,late,8.11,6.98,5.01,9.12,0.76,8.11,7.34,7.44,0.8502,236,23,8.78,23,1,1834.99,-0.0517,1.3971,0.0,0,UNSAFE
MILK_31656,ideal_cold,2026-07-10T02:00:00,2,4,0,392,late,3.93,4.02,2.87,5.5,0.4,3.93,3.88,4.08,0.2839,0,0,0.0,0,0,1581.08,-0.0448,1.0061,0.0,1,SAFE
MILK_31657,ideal_cold,2026-02-03T01:00:00,1,1,0,138,mid,4.34,3.96,2.83,5.31,0.43,4.34,4.02,3.89,0.5321,0,0,0.0,0,0,550.89,0.0097,1.0043,197.41,1,SAFE
MILK_31658,short_excursion,2026-01-02T14:00:00,14,4,0,22,fresh,3.06,8.5,2.91,19.04,5.87,3.06,10.9,12.66,4.7215,9,9,40.91,1,9,195.6,-2.3721,2.1375,288.97,1,SAFE
MILK_31659,moderate_abuse,2026-05-08T00:00:00,0,4,0,358,late,7.91,9.98,6.25,13.98,1.49,7.91,9.93,9.64,1.4405,359,321,89.66,35,30,3583.14,0.2168,1.9605,0.0,0,UNSAFE
MILK_31660,short_excursion,2026-04-20T17:00:00,17,0,0,37,fresh,4.08,5.02,2.99,17.49,3.52,4.08,3.87,3.54,0.3636,4,4,10.81,1,4,190.9,0.2428,1.2762,288.78,1,SAFE
MILK_31661,short_excursion,2026-06-28T12:00:00,12,6,1,321,late,4.84,4.2,2.88,19.02,1.63,4.84,4.28,4.06,0.6649,6,6,1.87,1,6,1352.43,0.4154,1.0511,0.0,1,SAFE
MILK_31662,chronic_mild_abuse,2026-02-02T15:00:00,15,0,0,119,mid,7.66,7.0,4.77,8.75,0.76,7.66,7.15,7.38,0.459,109,12,10.08,12,1,839.8,0.026,1.4066,168.61,1,SAFE
MILK_31663,good_cold,2026-06-25T16:00:00,16,3,0,104,mid,7.61,4.55,1.64,7.61,1.23,7.61,5.85,4.91,1.4282,12,0,0.0,0,0,477.69,0.8762,1.0823,223.44,1,SAFE
MILK_31664,moderate_abuse,2026-03-28T19:00:00,19,5,1,391,late,9.92,10.02,6.21,15.3,1.51,9.92,10.49,10.91,1.1313,392,355,90.79,36,39,3926.05,-0.6601,1.9686,0.0,0,UNSAFE
MILK_31665,moderate_abuse,2026-03-30T12:00:00,12,0,0,354,late,12.33,10.04,5.72,14.11,1.56,12.33,11.94,11.16,1.0275,352,320,90.4,31,32,3562.85,0.6907,1.9751,0.0,0,UNSAFE
