milk_id,timestamp,storage_hours,current_temperature_c,avg_temperature_c,min_temperature_c,max_temperature_c,temperature_std_c,time_above_6c_hours,time_above_8c_hours,num_temperature_excursions,longest_excursion_hours,cumulative_temperature_exposure,temperature_trend,remaining_shelf_life_hours,safety_status
MILK_26478,2026-08-28T01:00:00,139,23.26,20.14,16.4,23.81,1.74,59,31,3,23,2799.72,-1.4255,0.0,UNSAFE
MILK_26479,2026-08-09T15:00:00,41,2.94,2.77,2.09,3.47,1.58,0,0,0,0,113.38,-1.3799,34.48,SAFE
MILK_26480,2026-08-21T06:00:00,133,4.7,4.5,3.88,4.84,1.81,0,0,0,0,597.99,0.0944,0.0,UNSAFE
MILK_26481,2026-08-09T17:00:00,2,11.44,4.44,1.74,13.68,1.99,1,1,2,1,8.88,0.3692,109.76,UNSAFE
MILK_26482,2026-08-28T03:00:00,92,5.31,4.59,3.15,6.25,1.36,60,0,2,17,422.39,-0.0987,67.8,CAUTION
MILK_26483,2026-08-14T13:00:00,148,1.39,1.83,1.11,2.11,1.87,0,0,0,0,271.49,-0.0699,0.0,UNSAFE
MILK_26484,2026-08-22T21:00:00,166,2.37,2.44,1.97,3.39,0.98,0,0,0,0,404.79,-0.573,0.0,UNSAFE
MILK_26485,2026-08-15T17:00:00,4,0.55,0.75,-0.07,1.34,1.34,0,0,0,0,3.01,0.3766,135.1,SAFE
MILK_26486,2026-08-05T03:00:00,23,9.91,5.23,3.57,11.43,1.36,10,3,2,7,120.36,-0.2497,51.07,UNSAFE
MILK_26487,2026-08-05T16:00:00,128,3.68,3.45,3.24,3.64,1.23,0,0,0,0,442.09,0.1572,12.36,SAFE
MILK_26488,2026-08-29T21:00:00,72,23.66,21.25,16.34,23.76,1.26,39,28,3,27,1530.29,0.7392,0.0,UNSAFE
MILK_26489,2026-08-15T04:00:00,117,2.78,2.67,1.67,3.36,2.28,0,0,0,0,312.14,1.2174,24.87,SAFE
MILK_26490,2026-08-24T17:00:00,114,8.47,6.23,3.87,10.29,2.21,37,12,4,30,710.13,-1.1479,41.53,UNSAFE
MILK_26491,2026-08-01T10:00:00,44,2.1,2.02,1.23,2.96,2.21,0,0,0,0,88.77,1.2187,52.44,SAFE
MILK_26492,2026-08-26T11:00:00,88,10.87,4.24,1.96,12.66,0.24,8,3,2,5,373.46,-0.529,68.5,UNSAFE
MILK_26493,2026-08-03T23:00:00,70,5.16,5.25,4.36,5.26,2.4,0,0,0,0,367.69,-1.3473,66.31,CAUTION
MILK_26494,2026-08-24T02:00:00,31,3.44,3.32,2.79,3.91,0.51,0,0,0,0,102.86,-1.1948,92.23,SAFE
MILK_26495,2026-08-09T15:00:00,51,4.45,3.86,2.66,5.02,2.27,0,0,0,0,197.02,0.0838,49.11,CAUTION
MILK_26496,2026-08-06T09:00:00,98,11.46,6.43,4.42,12.59,1.4,38,18,1,16,630.41,-0.9551,25.91,UNSAFE
MILK_26497,2026-08-14T09:00:00,148,11.82,6.18,4.48,13.49,1.79,53,24,4,25,915.22,0.7759,0.0,UNSAFE
MILK_26498,2026-08-19T10:00:00,87,5.65,5.03,3.05,5.82,1.52,0,0,0,0,438.04,-0.434,60.07,CAUTION
MILK_26499,2026-08-28T17:00:00,52,10.42,7.37,4.91,12.31,2.12,9,3,3,4,383.04,1.1262,70.57,UNSAFE
MILK_26500,2026-08-02T09:00:00,144,1.39,1.45,0.71,2.17,2.45,0,0,0,0,208.33,-0.9551,11.7,SAFE
MILK_26501,2026-08-06T17:00:00,28,11.59,7.72,4.95,13.58,2.25,18,14,3,12,216.26,-0.6604,41.85,UNSAFE
MILK_26502,2026-08-02T20:00:00,70,8.65,6.48,4.43,11.58,1.23,11,6,2,2,453.47,0.9355,33.51,UNSAFE
MILK_26503,2026-08-03T16:00:00,138,2.82,2.66,2.16,2.98,0.92,0,0,0,0,366.68,0.871,13.22,SAFE
MILK_26504,2026-08-29T12:00:00,126,24.71,19.63,17.04,26.31,0.59,21,4,2,8,2473.44,-1.0805,0.0,UNSAFE
MILK_26505,2026-08-15T16:00:00,82,8.95,6.61,5.0,10.85,0.62,67,25,3,10,542.31,-0.6092,52.8,UNSAFE
MILK_26506,2026-08-26T21:00:00,127,1.68,1.22,1.04,2.52,1.75,0,0,0,0,154.83,0.3655,37.35,SAFE
MILK_26507,2026-08-01T03:00:00,60,5.95,6.04,4.41,6.24,0.69,54,0,1,34,362.48,0.9082,35.64,CAUTION
MILK_26508,2026-08-27T13:00:00,49,2.69,2.6,1.75,2.75,1.01,0,0,0,0,127.6,-1.0227,91.3,SAFE
MILK_26509,2026-08-10T11:00:00,29,3.66,3.79,3.29,4.86,0.91,0,0,0,0,109.97,-0.6214,55.87,SAFE
MILK_26510,2026-08-24T12:00:00,35,6.78,6.76,5.07,7.49,0.7,27,0,1,9,236.57,-1.4913,89.37,UNSAFE
MILK_26511,2026-08-18T17:00:00,121,0.79,0.32,-0.07,1.63,0.33,0,0,0,0,38.65,-1.2515,20.71,SAFE
MILK_26512,2026-08-03T03:00:00,16,5.05,5.22,4.19,5.76,1.29,0,0,0,0,83.57,-0.3325,130.19,CAUTION
MILK_26513,2026-08-20T22:00:00,43,0.76,0.94,0.12,1.88,0.36,0,0,0,0,40.57,-0.0742,115.68,SAFE
MILK_26514,2026-08-21T07:00:00,160,4.41,4.64,3.62,5.04,1.5,0,0,0,0,741.88,-1.4583,0.0,UNSAFE
MILK_26515,2026-08-05T06:00:00,17,4.36,4.47,3.22,4.75,1.42,0,0,0,0,75.93,-0.7689,142.78,CAUTION
MILK_26516,2026-08-18T08:00:00,27,5.37,4.43,3.12,5.57,1.45,0,0,0,0,119.57,-1.337,119.51,CAUTION
MILK_26517,2026-08-28T16:00:00,110,2.98,3.07,2.21,3.17,1.2,0,0,0,0,338.0,-1.2072,0.0,UNSAFE
MILK_26518,2026-08-09T17:00:00,24,1.05,0.96,0.38,1.17,0.16,0,0,0,0,23.0,0.3193,101.33,SAFE
MILK_26519,2026-08-08T09:00:00,76,3.38,3.29,2.44,4.7,2.44,0,0,0,0,249.93,1.1417,22.13,SAFE
MILK_26520,2026-08-02T18:00:00,92,5.88,5.41,4.71,6.2,1.68,31,0,2,3,498.12,-0.9848,22.73,CAUTION
MILK_26521,2026-08-23T00:00:00,151,5.57,4.85,3.41,6.12,1.07,22,0,1,11,732.35,0.9515,15.01,CAUTION
MILK_26522,2026-08-23T15:00:00,146,24.72,21.69,18.94,25.46,1.9,61,43,3,44,3167.38,-0.862,0.0,UNSAFE
MILK_26523,2026-08-10T17:00:00,44,3.63,3.87,3.39,5.11,1.22,0,0,0,0,170.34,0.1049,66.32,SAFE
MILK_26524,2026-08-23T20:00:00,12,2.93,2.59,1.68,4.03,2.18,0,0,0,0,31.02,1.0815,116.66,SAFE
MILK_26525,2026-08-12T02:00:00,47,4.83,5.06,4.42,5.61,2.33,0,0,0,0,237.82,-0.9213,38.94,CAUTION
MILK_26526,2026-08-06T14:00:00,119,23.73,19.3,14.44,24.69,2.33,25,23,3,1,2296.92,0.3215,0.0,UNSAFE
MILK_26527,2026-08-01T11:00:00,19,2.62,2.76,2.05,2.96,0.88,0,0,0,0,52.43,0.6763,125.18,SAFE
MILK_26528,2026-08-15T13:00:00,161,10.78,7.35,5.03,13.39,1.83,37,4,2,35,1183.49,-0.2964,0.0,UNSAFE
MILK_26529,2026-08-29T17:00:00,164,3.59,3.66,2.71,4.16,0.48,0,0,0,0,600.78,0.9465,0.0,UNSAFE
MILK_26530,2026-08-16T05:00:00,62,5.5,5.81,4.46,6.01,1.81,36,0,1,23,360.35,1.187,10.34,CAUTION
MILK_26531,2026-08-28T17:00:00,61,6.53,7.62,4.73,7.96,0.8,11,0,3,4,465.0,1.045,66.71,UNSAFE
MILK_26532,2026-08-10T07:00:00,66,5.71,6.0,4.21,5.72,1.83,0,0,0,0,395.94,-0.5722,15.77,CAUTION
MILK_26533,2026-08-30T04:00:00,88,3.13,3.54,2.74,3.78,1.28,0,0,0,0,311.32,-0.3375,26.29,SAFE
MILK_26534,2026-08-04T02:00:00,79,1.17,1.41,0.53,1.53,0.37,0,0,0,0,111.44,-0.2514,15.88,SAFE
MILK_26535,2026-08-07T08:00:00,154,1.89,1.99,1.63,2.81,0.64,0,0,0,0,306.87,0.9801,0.0,UNSAFE
MILK_26536,2026-08-05T08:00:00,58,3.16,2.96,2.73,4.14,2.45,0,0,0,0,171.4,0.1298,97.96,SAFE
MILK_26537,2026-08-11T22:00:00,151,1.64,1.87,1.14,2.37,1.95,0,0,0,0,282.87,-0.3966,0.0,UNSAFE
MILK_26538,2026-08-22T22:00:00,52,23.64,22.25,18.26,23.67,2.12,45,13,1,8,1157.21,-1.3771,0.0,UNSAFE
MILK_26539,2026-08-07T23:00:00,12,11.57,7.51,5.53,14.17,0.99,2,1,1,1,90.07,-1.23,86.72,UNSAFE
MILK_26540,2026-08-21T10:00:00,46,5.94,5.73,5.02,5.96,1.22,0,0,0,0,263.55,-1.2262,71.44,CAUTION
MILK_26541,2026-08-10T10:00:00,88,1.78,2.08,1.79,2.34,0.79,0,0,0,0,182.91,-1.3385,3.18,SAFE
MILK_26542,2026-08-11T00:00:00,125,0.97,1.1,0.29,2.47,1.87,0,0,0,0,136.94,0.1858,0.0,UNSAFE
MILK_26543,2026-08-07T22:00:00,5,11.29,4.27,1.58,12.73,1.24,3,1,2,1,21.36,-0.4356,113.45,UNSAFE
MILK_26544,2026-08-16T11:00:00,68,2.14,2.62,2.02,3.59,1.84,0,0,0,0,178.21,-1.068,24.79,SAFE
MILK_26545,2026-08-03T14:00:00,66,6.65,6.74,3.79,7.34,2.41,27,0,1,17,444.82,-0.8307,24.67,UNSAFE
MILK_26546,2026-08-02T09:00:00,132,1.95,2.08,1.41,2.95,2.34,0,0,0,0,273.98,0.2106,16.93,SAFE
MILK_26547,2026-08-16T19:00:00,43,3.72,3.76,3.33,4.41,0.79,0,0,0,0,161.74,-0.9053,87.65,SAFE
MILK_26548,2026-08-29T01:00:00,48,3.23,3.48,2.68,4.52,2.07,0,0,0,0,167.03,-0.8946,52.57,SAFE
MILK_26549,2026-08-12T17:00:00,115,1.1,0.75,0.45,1.55,1.79,0,0,0,0,86.4,-0.9782,37.18,SAFE
MILK_26550,2026-08-08T18:00:00,67,1.69,2.1,1.17,3.05,0.37,0,0,0,0,140.48,0.2494,57.27,SAFE
MILK_26551,2026-08-19T17:00:00,95,6.87,4.06,2.46,7.72,1.05,60,0,1,34,385.31,-0.6009,0.0,UNSAFE
MILK_26552,2026-08-30T00:00:00,19,1.74,1.9,1.09,3.05,1.41,0,0,0,0,36.05,0.7635,81.71,SAFE
MILK_26553,2026-08-16T10:00:00,131,5.25,5.0,3.1,6.02,1.24,65,0,3,42,654.97,0.8121,0.0,UNSAFE
MILK_26554,2026-08-01T10:00:00,139,2.32,1.93,1.43,2.42,2.07,0,0,0,0,268.65,0.881,0.0,UNSAFE
MILK_26555,2026-08-03T20:00:00,122,1.47,1.77,0.81,2.65,0.42,0,0,0,0,216.55,1.4656,0.0,UNSAFE
MILK_26556,2026-08-05T22:00:00,53,23.75,22.41,18.94,24.88,1.03,3,1,2,1,1187.58,1.0004,0.0,UNSAFE
MILK_26557,2026-08-13T12:00:00,105,4.75,4.03,2.95,5.59,0.48,0,0,0,0,423.33,1.4688,40.95,CAUTION
MILK_26558,2026-08-23T14:00:00,19,1.49,1.78,0.88,2.07,0.82,0,0,0,0,33.75,1.3961,83.07,SAFE
MILK_26559,2026-08-17T08:00:00,69,3.49,3.63,3.28,4.83,1.55,0,0,0,0,250.75,-1.352,58.44,SAFE
MILK_26560,2026-08-05T12:00:00,7,3.59,3.9,3.09,4.82,1.76,0,0,0,0,27.3,-0.2582,106.33,SAFE
MILK_26561,2026-08-21T02:00:00,141,1.28,1.7,1.11,2.08,1.68,0,0,0,0,239.3,-1.1087,0.0,UNSAFE
MILK_26562,2026-08-08T21:00:00,120,0.51,0.73,0.1,1.08,1.09,0,0,0,0,87.42,-0.2464,43.66,SAFE
MILK_26563,2026-08-30T14:00:00,2,2.86,2.53,2.15,3.21,1.2,0,0,0,0,5.06,-0.2035,95.81,SAFE
MILK_26564,2026-08-20T00:00:00,109,4.85,4.04,2.27,5.64,2.19,0,0,0,0,440.54,0.4029,0.0,UNSAFE
MILK_26565,2026-08-18T04:00:00,149,4.95,4.59,3.02,5.14,2.24,0,0,0,0,683.41,0.6162,0.71,CAUTION
MILK_26566,2026-08-27T16:00:00,28,7.67,4.72,2.68,10.12,0.67,22,11,3,14,132.08,-0.451,108.92,UNSAFE
MILK_26567,2026-08-09T01:00:00,165,5.97,6.23,5.31,6.97,0.89,16,0,2,10,1027.47,-0.0807,0.0,UNSAFE
MILK_26568,2026-08-10T17:00:00,73,6.36,7.4,4.53,6.51,1.45,39,0,4,11,540.34,0.4381,41.19,UNSAFE
MILK_26569,2026-08-27T15:00:00,61,24.76,18.71,15.09,25.26,1.24,54,47,4,18,1141.23,-0.701,0.0,UNSAFE
MILK_26570,2026-08-28T18:00:00,116,2.39,2.81,2.03,4.23,2.39,0,0,0,0,326.53,0.1831,0.0,UNSAFE
MILK_26571,2026-08-10T08:00:00,153,0.51,0.44,-0.13,0.73,0.56,0,0,0,0,66.77,-1.0433,0.0,UNSAFE
MILK_26572,2026-08-24T18:00:00,70,0.57,0.46,0.08,0.93,0.8,0,0,0,0,32.34,0.6118,23.69,SAFE
MILK_26573,2026-08-14T06:00:00,159,3.01,3.26,2.53,4.16,1.15,0,0,0,0,517.69,-0.271,0.0,UNSAFE
MILK_26574,2026-08-07T19:00:00,5,5.38,4.44,2.77,5.8,0.67,0,0,0,0,22.19,1.1276,123.95,CAUTION
MILK_26575,2026-08-19T04:00:00,14,9.6,4.55,2.83,10.88,1.52,1,1,4,1,63.64,0.3707,97.78,UNSAFE
MILK_26576,2026-08-14T11:00:00,87,0.64,0.38,-0.05,0.51,1.9,0,0,0,0,33.17,-0.5781,0.0,UNSAFE
MILK_26577,2026-08-16T09:00:00,12,5.74,5.93,4.99,6.65,1.13,2,0,4,1,71.12,0.6368,123.49,CAUTION
MILK_26578,2026-08-22T19:00:00,151,2.18,2.11,1.89,3.28,0.71,0,0,0,0,318.58,0.2974,0.0,UNSAFE
MILK_26579,2026-08-24T03:00:00,33,6.97,7.58,6.11,9.91,1.73,13,2,3,2,250.14,0.2252,71.66,UNSAFE
MILK_26580,2026-08-24T15:00:00,156,2.72,2.42,1.58,2.68,1.39,0,0,0,0,376.8,0.6735,0.0,UNSAFE
MILK_26581,2026-08-25T02:00:00,81,7.06,7.45,4.49,8.95,0.49,1,1,3,1,603.15,-1.2028,35.8,UNSAFE
MILK_26582,2026-08-17T20:00:00,3,3.47,3.77,2.9,4.9,1.32,0,0,0,0,11.32,-1.1474,117.84,SAFE
MILK_26583,2026-08-06T01:00:00,156,5.75,5.38,3.55,6.25,2.3,47,0,4,33,839.11,-0.5609,0.0,UNSAFE
MILK_26584,2026-08-08T21:00:00,43,2.25,2.35,1.53,3.63,0.74,0,0,0,0,101.04,-1.2556,52.61,SAFE
MILK_26585,2026-08-25T07:00:00,158,4.3,3.96,2.62,4.67,0.39,0,0,0,0,626.19,1.1678,0.0,UNSAFE
MILK_26586,2026-08-08T16:00:00,113,4.84,4.49,2.53,5.08,1.71,0,0,0,0,507.19,1.3409,0.0,UNSAFE
MILK_26587,2026-08-08T09:00:00,143,0.52,0.45,-0.26,1.9,0.55,0,0,0,0,63.97,0.9084,0.0,UNSAFE
MILK_26588,2026-08-23T10:00:00,96,22.58,21.59,17.41,24.34,1.32,23,16,2,9,2072.96,0.9638,0.0,UNSAFE
MILK_26589,2026-08-08T17:00:00,157,5.88,5.94,5.19,6.7,0.65,15,0,4,4,933.23,0.3132,0.0,UNSAFE
MILK_26590,2026-08-12T00:00:00,109,5.98,5.37,3.78,6.06,1.89,20,0,4,5,585.86,1.1761,0.0,UNSAFE
MILK_26591,2026-08-02T12:00:00,56,1.17,0.88,0.11,1.0,0.54,0,0,0,0,49.18,-0.2801,41.21,SAFE
MILK_26592,2026-08-29T21:00:00,152,5.15,5.45,4.72,5.27,1.43,0,0,0,0,828.01,-0.9531,0.0,UNSAFE
MILK_26593,2026-08-28T11:00:00,65,3.19,2.99,2.42,3.65,0.64,0,0,0,0,194.4,-0.213,99.88,SAFE
MILK_26594,2026-08-17T12:00:00,146,5.74,4.97,3.92,6.1,0.49,60,0,2,7,725.75,1.14,8.02,CAUTION
MILK_26595,2026-08-29T23:00:00,100,5.63,5.78,4.77,6.08,2.35,46,0,1,23,578.18,0.139,43.5,CAUTION
MILK_26596,2026-08-23T11:00:00,130,1.81,1.79,0.97,2.7,1.85,0,0,0,0,232.46,-0.3428,0.0,UNSAFE
MILK_26597,2026-08-12T20:00:00,16,1.28,1.72,1.04,2.64,0.6,0,0,0,0,27.6,0.8708,131.29,SAFE
MILK_26598,2026-08-07T17:00:00,88,2.91,3.37,3.08,3.61,1.43,0,0,0,0,296.49,0.0742,16.36,SAFE
MILK_26599,2026-08-23T04:00:00,59,2.72,3.13,2.58,4.4,0.31,0,0,0,0,184.41,1.0334,91.54,SAFE
MILK_26600,2026-08-11T16:00:00,165,3.19,2.77,2.03,3.97,0.89,0,0,0,0,456.82,-1.2985,0.0,UNSAFE
MILK_26601,2026-08-30T11:00:00,3,4.5,3.74,3.08,4.97,1.47,0,0,0,0,11.23,-0.4163,93.61,CAUTION
MILK_26602,2026-08-29T04:00:00,35,22.29,19.75,14.99,22.51,0.53,34,10,3,33,691.18,-1.3485,0.0,UNSAFE
MILK_26603,2026-08-13T00:00:00,11,1.06,1.16,0.62,1.41,1.32,0,0,0,0,12.75,-0.2359,142.78,SAFE
MILK_26604,2026-08-15T07:00:00,15,4.79,3.84,3.07,5.32,1.49,0,0,0,0,57.65,0.9839,139.7,CAUTION
MILK_26605,2026-08-12T11:00:00,98,2.69,2.7,1.93,2.82,1.9,0,0,0,0,264.94,-0.8587,32.14,SAFE
MILK_26606,2026-08-23T07:00:00,151,0.96,1.11,0.41,1.67,1.43,0,0,0,0,167.06,1.0785,0.0,UNSAFE
MILK_26607,2026-08-11T02:00:00,30,3.29,3.21,2.51,3.9,0.91,0,0,0,0,96.28,0.1116,94.54,SAFE
MILK_26608,2026-08-15T03:00:00,107,4.37,4.48,3.18,4.39,2.18,0,0,0,0,479.89,-0.4792,31.92,CAUTION
MILK_26609,2026-08-09T02:00:00,92,1.16,1.09,0.25,1.35,0.74,0,0,0,0,100.68,-0.6737,29.59,SAFE
MILK_26610,2026-08-25T19:00:00,151,5.39,5.18,3.81,6.33,2.25,59,0,1,1,782.83,-0.2041,0.0,UNSAFE
MILK_26611,2026-08-21T10:00:00,33,1.17,1.27,0.41,2.28,1.69,0,0,0,0,41.87,-1.4726,55.85,SAFE
MILK_26612,2026-08-09T22:00:00,115,0.61,1.04,0.34,2.17,2.4,0,0,0,0,120.0,1.1356,0.0,UNSAFE
MILK_26613,2026-08-03T23:00:00,71,0.51,0.23,0.07,1.31,1.95,0,0,0,0,16.14,1.2051,53.32,SAFE
MILK_26614,2026-08-18T02:00:00,164,2.1,1.79,1.39,2.85,0.55,0,0,0,0,294.3,1.0727,0.0,UNSAFE
MILK_26615,2026-08-07T09:00:00,64,2.17,2.17,1.46,3.28,2.06,0,0,0,0,138.67,0.8313,98.15,SAFE
MILK_26616,2026-08-22T10:00:00,103,8.28,5.63,3.29,9.68,1.47,15,14,3,9,579.76,0.5652,36.36,UNSAFE
MILK_26617,2026-08-22T23:00:00,115,2.93,2.89,1.9,4.23,0.23,0,0,0,0,332.06,-0.528,0.0,UNSAFE
MILK_26618,2026-08-13T13:00:00,135,3.19,3.41,2.56,4.04,0.94,0,0,0,0,460.84,-0.6491,0.0,UNSAFE
MILK_26619,2026-08-28T11:00:00,123,9.93,5.32,2.68,10.8,0.81,70,67,3,51,653.79,-0.1731,0.0,UNSAFE
MILK_26620,2026-08-21T12:00:00,109,7.53,6.01,3.9,9.25,0.58,1,1,4,1,655.11,-0.0457,4.89,UNSAFE
MILK_26621,2026-08-08T23:00:00,89,3.41,3.56,3.45,4.83,0.62,0,0,0,0,317.1,0.1744,16.87,SAFE
MILK_26622,2026-08-22T15:00:00,119,3.4,3.23,2.35,3.33,2.32,0,0,0,0,384.49,-0.7577,12.32,SAFE
MILK_26623,2026-08-03T07:00:00,151,5.96,5.37,3.52,6.71,2.23,55,0,4,34,810.74,-0.3105,0.0,UNSAFE
MILK_26624,2026-08-06T03:00:00,73,6.89,5.12,3.19,6.95,1.86,67,0,4,22,373.44,0.0857,9.35,UNSAFE
MILK_26625,2026-08-06T06:00:00,4,8.24,4.97,2.95,9.82,2.35,3,2,3,1,19.86,-0.2734,123.88,UNSAFE
MILK_26626,2026-08-07T19:00:00,166,11.85,7.11,5.8,14.7,0.79,64,19,3,11,1179.84,0.0346,0.0,UNSAFE
MILK_26627,2026-08-10T16:00:00,27,2.67,2.18,1.68,2.73,0.8,0,0,0,0,58.77,0.4395,107.75,SAFE
MILK_26628,2026-08-12T17:00:00,68,8.53,7.46,5.9,8.69,0.42,12,8,3,5,507.07,-0.9387,50.78,UNSAFE
MILK_26629,2026-08-20T06:00:00,101,8.46,5.28,3.56,11.25,1.19,4,1,4,1,533.46,0.6319,11.21,UNSAFE
MILK_26630,2026-08-12T08:00:00,123,4.61,4.66,3.58,5.3,0.85,0,0,0,0,572.88,-0.3555,0.0,UNSAFE
MILK_26631,2026-08-19T10:00:00,27,2.24,2.27,1.89,3.55,1.07,0,0,0,0,61.24,1.4548,53.05,SAFE
MILK_26632,2026-08-04T10:00:00,137,5.85,6.24,4.51,5.87,1.03,0,0,0,0,854.43,-0.4711,0.0,UNSAFE
MILK_26633,2026-08-01T07:00:00,112,2.62,2.16,1.16,2.77,0.25,0,0,0,0,241.37,1.2379,33.09,SAFE
MILK_26634,2026-08-01T15:00:00,63,3.12,3.28,2.74,4.66,1.76,0,0,0,0,206.89,-0.0186,45.91,SAFE
MILK_26635,2026-08-22T11:00:00,137,5.39,5.05,3.61,6.03,1.82,22,0,1,18,692.03,-0.0167,0.0,UNSAFE
MILK_26636,2026-08-20T08:00:00,139,24.01,18.76,14.24,24.04,2.35,2,1,1,1,2607.18,-1.2487,0.0,UNSAFE
MILK_26637,2026-08-09T12:00:00,40,5.88,6.19,5.13,5.99,1.8,0,0,0,0,247.69,-1.1029,45.2,CAUTION
MILK_26638,2026-08-21T05:00:00,68,5.23,5.67,4.91,5.27,1.69,0,0,0,0,385.44,-1.3297,47.02,CAUTION
MILK_26639,2026-08-05T05:00:00,146,4.75,3.95,3.39,5.26,0.31,0,0,0,0,576.34,-1.1849,0.0,UNSAFE
MILK_26640,2026-08-10T03:00:00,125,2.15,2.63,2.41,3.93,0.91,0,0,0,0,329.24,-0.8602,32.77,SAFE
MILK_26641,2026-08-26T01:00:00,163,3.7,4.17,3.19,4.98,1.06,0,0,0,0,679.66,-0.0866,0.0,UNSAFE
MILK_26642,2026-08-01T01:00:00,21,22.24,22.85,20.66,23.81,0.42,16,6,3,14,479.76,0.954,0.0,UNSAFE
MILK_26643,2026-08-03T03:00:00,64,5.53,5.21,3.38,5.83,2.45,0,0,0,0,333.22,0.2081,68.29,CAUTION
MILK_26644,2026-08-10T07:00:00,120,9.93,7.77,5.91,12.2,1.93,38,33,3,26,932.54,1.3234,0.0,UNSAFE
MILK_26645,2026-08-04T18:00:00,117,2.49,2.94,2.07,3.55,0.12,0,0,0,0,343.94,0.504,0.0,UNSAFE
MILK_26646,2026-08-14T22:00:00,88,22.4,20.13,17.13,24.17,1.76,59,32,2,57,1771.78,-1.0467,0.0,UNSAFE
MILK_26647,2026-08-08T01:00:00,33,5.22,5.34,3.95,6.1,0.28,21,0,4,4,176.23,0.5621,104.04,CAUTION
MILK_26648,2026-08-24T08:00:00,118,3.04,2.72,1.78,3.6,2.21,0,0,0,0,320.47,0.0667,0.0,UNSAFE
MILK_26649,2026-08-15T23:00:00,22,3.77,4.2,3.52,5.17,2.47,0,0,0,0,92.47,-0.3033,113.29,SAFE
MILK_26650,2026-08-11T04:00:00,92,5.88,6.0,5.14,6.05,0.55,21,0,1,9,552.29,0.5652,0.0,UNSAFE
MILK_26651,2026-08-08T22:00:00,109,23.67,19.24,17.21,25.0,0.48,45,31,1,13,2096.72,-0.8237,0.0,UNSAFE
MILK_26652,2026-08-24T09:00:00,24,22.76,18.41,13.47,23.84,0.65,7,4,4,4,441.79,0.0804,0.0,UNSAFE
MILK_26653,2026-08-23T17:00:00,115,3.21,3.67,3.26,3.86,1.68,0,0,0,0,421.54,1.1207,0.0,UNSAFE
MILK_26654,2026-08-21T19:00:00,143,2.96,2.66,1.94,4.15,2.49,0,0,0,0,380.61,0.902,16.67,SAFE
MILK_26655,2026-08-01T14:00:00,134,10.86,6.49,5.1,12.11,2.27,38,34,4,29,870.03,0.1018,23.1,UNSAFE
MILK_26656,2026-08-06T09:00:00,57,11.93,7.68,5.5,13.43,1.95,42,30,4,32,437.52,0.7645,15.72,UNSAFE
MILK_26657,2026-08-26T07:00:00,133,0.97,1.43,0.87,1.94,1.6,0,0,0,0,189.82,-1.4494,0.0,UNSAFE
MILK_26658,2026-08-21T12:00:00,69,0.71,0.42,0.22,1.39,2.19,0,0,0,0,29.13,0.6016,62.51,SAFE
MILK_26659,2026-08-12T15:00:00,147,2.95,2.51,1.56,3.48,0.43,0,0,0,0,369.52,-0.1099,0.0,UNSAFE
MILK_26660,2026-08-05T03:00:00,2,8.89,4.76,2.89,9.92,1.55,1,1,1,1,9.52,1.1829,87.89,UNSAFE
MILK_26661,2026-08-28T07:00:00,38,7.57,7.87,5.78,10.44,0.42,20,19,3,5,299.02,-0.7382,73.2,UNSAFE
MILK_26662,2026-08-22T00:00:00,77,1.94,2.41,1.53,2.84,1.33,0,0,0,0,185.71,1.0196,67.99,SAFE
MILK_26663,2026-08-04T01:00:00,94,2.82,2.67,1.98,3.08,2.43,0,0,0,0,251.21,1.0781,5.46,SAFE
MILK_26664,2026-08-03T09:00:00,124,3.52,3.93,3.23,4.09,0.19,0,0,0,0,486.93,-0.9557,3.52,SAFE
MILK_26665,2026-08-14T08:00:00,69,2.23,2.15,1.47,3.55,2.48,0,0,0,0,148.42,-1.235,75.09,SAFE
MILK_26666,2026-08-10T05:00:00,16,4.86,5.32,4.19,5.51,1.58,0,0,0,0,85.13,-1.3415,58.7,CAUTION
MILK_26667,2026-08-09T18:00:00,53,0.7,0.73,0.55,1.3,0.77,0,0,0,0,38.51,0.1007,75.4,SAFE
MILK_26668,2026-08-25T06:00:00,142,0.62,0.7,0.41,1.75,0.2,0,0,0,0,99.67,-0.0918,0.0,UNSAFE
MILK_26669,2026-08-09T11:00:00,136,0.88,0.85,0.08,1.42,0.87,0,0,0,0,115.08,-0.5321,16.9,SAFE
MILK_26670,2026-08-14T11:00:00,96,3.07,3.09,2.58,3.54,1.43,0,0,0,0,297.06,0.4002,47.18,SAFE
MILK_26671,2026-08-30T16:00:00,140,5.3,5.33,4.79,5.49,2.21,0,0,0,0,746.53,0.6079,0.0,UNSAFE
MILK_26672,2026-08-03T22:00:00,10,2.04,1.76,1.66,2.8,1.28,0,0,0,0,17.65,0.7716,106.9,SAFE
MILK_26673,2026-08-19T12:00:00,34,1.14,1.25,0.55,2.44,0.33,0,0,0,0,42.46,0.872,106.47,SAFE
MILK_26674,2026-08-25T03:00:00,161,4.91,4.16,3.06,5.23,1.43,0,0,0,0,669.24,-0.7697,0.0,UNSAFE
MILK_26675,2026-08-06T19:00:00,166,10.06,6.76,4.02,12.49,1.89,3,2,3,2,1122.38,0.104,0.0,UNSAFE
MILK_26676,2026-08-18T17:00:00,64,3.11,3.21,2.31,3.81,0.87,0,0,0,0,205.13,0.2937,13.69,SAFE
